3.632678e-1;5.794861e+6
3.689435e-1;5.138069e+6
3.722802e-1;4.784841e+6
3.756471e-1;4.451847e+6
3.790444e-1;4.138655e+6
3.824725e-1;3.844785e+6
3.859315e-1;3.569715e+6
3.894219e-1;3.312873e+6
3.929438e-1;3.073641e+6
3.964975e-1;2.851345e+6
4.000834e-1;2.645258e+6
4.037017e-1;2.454621e+6
4.073528e-1;2.278738e+6
4.110368e-1;2.116916e+6
4.147542e-1;1.968406e+6
4.185052e-1;1.832406e+6
4.222901e-1;1.708059e+6
4.261093e-1;1.594446e+6
4.299630e-1;1.490590e+6
4.338516e-1;1.395447e+6
4.377753e-1;1.307909e+6
4.417345e-1;1.226800e+6
4.457295e-1;1.150918e+6
4.497606e-1;1.079679e+6
4.538282e-1;1.012909e+6
4.579326e-1;9.504370e+5
4.620741e-1;8.920772e+5
4.662531e-1;8.376291e+5
4.704698e-1;7.868771e+5
4.747247e-1;7.395901e+5
4.790181e-1;6.955209e+5
4.833503e-1;6.544048e+5
4.877217e-1;6.159619e+5
4.921326e-1;5.798899e+5
4.965834e-1;5.459861e+5
5.010744e-1;5.141594e+5
5.056061e-1;4.843310e+5
5.101788e-1;4.564116e+5
5.147928e-1;4.303065e+5
5.194485e-1;4.059132e+5
5.241464e-1;3.831224e+5
5.288867e-1;3.618167e+5
5.336699e-1;3.418709e+5
5.384964e-1;3.231524e+5
5.433665e-1;3.055166e+5
5.482807e-1;2.888560e+5
5.532393e-1;2.731273e+5
5.582427e-1;2.583008e+5
5.632914e-1;2.443416e+5
5.683858e-1;2.312124e+5
5.735262e-1;2.188732e+5
5.787131e-1;2.072808e+5
5.839470e-1;1.963890e+5
5.892281e-1;1.861481e+5
5.945571e-1;1.765056e+5
5.999342e-1;1.674041e+5
6.053600e-1;1.587985e+5
6.108348e-1;1.506673e+5
6.163591e-1;1.429939e+5
6.219334e-1;1.357594e+5
6.275581e-1;1.289437e+5
6.332337e-1;1.225249e+5
6.389606e-1;1.164796e+5
6.447393e-1;1.107829e+5
6.505703e-1;1.054079e+5
6.564540e-1;1.003263e+5
6.623909e-1;9.550721e+4
6.683815e-1;9.092960e+4
6.744263e-1;8.658373e+4
6.805258e-1;8.246124e+4
6.866804e-1;7.855265e+4
6.928907e-1;7.484787e+4
6.991571e-1;7.133602e+4
7.054802e-1;6.800541e+4
7.118605e-1;6.484354e+4
7.182985e-1;6.183705e+4
7.247948e-1;5.897160e+4
7.313498e-1;5.623358e+4
7.379640e-1;5.361938e+4
7.446381e-1;5.113059e+4
7.513726e-1;4.876866e+4
7.581679e-1;4.653503e+4
7.650247e-1;4.443112e+4
7.719435e-1;4.245810e+4
7.789249e-1;4.061793e+4
7.859695e-1;3.890919e+4
7.930777e-1;3.734306e+4
8.002502e-1;3.585054e+4
8.074876e-1;3.438418e+4
8.147905e-1;3.294077e+4
8.221594e-1;3.151745e+4
8.295949e-1;3.011112e+4
8.370977e-1;2.871999e+4
8.446683e-1;2.734955e+4
8.523075e-1;2.600799e+4
8.600156e-1;2.470392e+4
8.677936e-1;2.344640e+4
8.756418e-1;2.224490e+4
8.835610e-1;2.110942e+4
8.915519e-1;2.005040e+4
8.996150e-1;1.907880e+4
9.077511e-1;1.820283e+4
9.159607e-1;1.741562e+4
9.242446e-1;1.670537e+4
9.326033e-1;1.605952e+4
9.410377e-1;1.546478e+4
9.495484e-1;1.490704e+4
9.581360e-1;1.437201e+4
9.668013e-1;1.385335e+4
9.755450e-1;1.335086e+4
9.843678e-1;1.286450e+4
9.932703e-1;1.239418e+4
1.002253e+0;1.193982e+4
1.011318e+0;1.150128e+4
1.020464e+0;1.107843e+4
1.029693e+0;1.067111e+4
1.039005e+0;1.027911e+4
1.048402e+0;9.902230e+3
1.057884e+0;9.540214e+3
1.067451e+0;9.192791e+3
1.077105e+0;8.859654e+3
1.086846e+0;8.540468e+3
1.096676e+0;8.234863e+3
1.106594e+0;7.942435e+3
1.116602e+0;7.662745e+3
1.126700e+0;7.395315e+3
1.136890e+0;7.139631e+3
1.147172e+0;6.895134e+3
1.157547e+0;6.661228e+3
1.168016e+0;6.437268e+3
1.178579e+0;6.222621e+3
1.189238e+0;6.016980e+3
1.199993e+0;5.820168e+3
1.210846e+0;5.631989e+3
1.221797e+0;5.452228e+3
1.232847e+0;5.280649e+3
1.243997e+0;5.116994e+3
1.255247e+0;4.960985e+3
1.266599e+0;4.812318e+3
1.278054e+0;4.670667e+3
1.289613e+0;4.535679e+3
1.301276e+0;4.406976e+3
1.313045e+0;4.284152e+3
1.324920e+0;4.166773e+3
1.336902e+0;4.054375e+3
1.348993e+0;3.946464e+3
1.361193e+0;3.842512e+3
1.373504e+0;3.741959e+3
1.385926e+0;3.644210e+3
1.398460e+0;3.548635e+3
1.411108e+0;3.454602e+3
1.423869e+0;3.361708e+3
1.436747e+0;3.269649e+3
1.449741e+0;3.178101e+3
1.462852e+0;3.086725e+3
1.476082e+0;2.995158e+3
1.489431e+0;2.903021e+3
1.502902e+0;2.809914e+3
1.516494e+0;2.716240e+3
1.530209e+0;2.624204e+3
1.544048e+0;2.536363e+3
1.558012e+0;2.455414e+3
1.572103e+0;2.382940e+3
1.586321e+0;2.329404e+3
1.600667e+0;2.277639e+3
1.615144e+0;2.220420e+3
1.629751e+0;2.170253e+3
1.644490e+0;2.118009e+3
1.659363e+0;2.067460e+3
1.674370e+0;2.018107e+3
1.689513e+0;1.971975e+3
1.704793e+0;1.927112e+3
1.720211e+0;1.883540e+3
1.735768e+0;1.837944e+3
1.751466e+0;1.796266e+3
1.767306e+0;1.756156e+3
1.783290e+0;1.717089e+3
1.799418e+0;1.679706e+3
1.815691e+0;1.641863e+3
1.832112e+0;1.605553e+3
1.848682e+0;1.570984e+3
1.865401e+0;1.536009e+3
1.882272e+0;1.501862e+3
1.899295e+0;1.470301e+3
1.916472e+0;1.438474e+3
1.933804e+0;1.408306e+3
1.951293e+0;1.379160e+3
1.968941e+0;1.350233e+3
1.986748e+0;1.322008e+3
2.004716e+0;1.295252e+3
2.022846e+0;1.267669e+3
2.041141e+0;1.239830e+3
2.059601e+0;1.214731e+3
2.078227e+0;1.189778e+3
2.097023e+0;1.165832e+3
2.115988e+0;1.142581e+3
2.135125e+0;1.119685e+3
2.154435e+0;1.096801e+3
2.173919e+0;1.074938e+3
2.193580e+0;1.052683e+3
2.213419e+0;1.030289e+3
2.233436e+0;1.010680e+3
2.253636e+0;9.920783e+2
2.274017e+0;9.720301e+2
2.294583e+0;9.540137e+2
2.315335e+0;9.357931e+2
2.336275e+0;9.172883e+2
2.357404e+0;9.012370e+2
2.378724e+0;8.839024e+2
2.400237e+0;8.685451e+2
2.421945e+0;8.521006e+2
2.443849e+0;8.362373e+2
2.465951e+0;8.213619e+2
2.488252e+0;8.063660e+2
2.510756e+0;7.893167e+2
2.533463e+0;7.772662e+2
2.556375e+0;7.648414e+2
2.579495e+0;7.521154e+2
2.602824e+0;7.391861e+2
2.626364e+0;7.264889e+2
2.650116e+0;7.141363e+2
2.674084e+0;7.021404e+2
2.698268e+0;6.903486e+2
2.722671e+0;6.788545e+2
2.747294e+0;6.674931e+2
2.772141e+0;6.564302e+2
2.797212e+0;6.457457e+2
2.822509e+0;6.352059e+2
2.848036e+0;6.248807e+2
2.873793e+0;6.147936e+2
2.899784e+0;6.050365e+2
2.926009e+0;5.953550e+2
2.952472e+0;5.859564e+2
2.979174e+0;5.766763e+2
3.006117e+0;5.677041e+2
3.033304e+0;5.589396e+2
3.060737e+0;5.502664e+2
3.088418e+0;5.418974e+2
3.116349e+0;5.335576e+2
3.144533e+0;5.254407e+2
