3.000000E+2	4.980000E+1
2.809832E+2	5.082265E+1
2.784648E+2	5.082690E+1
2.759689E+2	5.083564E+1
2.734955E+2	5.084070E+1
2.710442E+2	5.084930E+1
2.686148E+2	5.086092E+1
2.662073E+2	5.086945E+1
2.638213E+2	5.088197E+1
2.614567E+2	5.089677E+1
2.591133E+2	5.091051E+1
2.567909E+2	5.092647E+1
2.544893E+2	5.094336E+1
2.522084E+2	5.096290E+1
2.499479E+2	5.098225E+1
2.477076E+2	5.100280E+1
2.454875E+2	5.102389E+1
2.432872E+2	5.104634E+1
2.411066E+2	5.106996E+1
2.389456E+2	5.109459E+1
2.368040E+2	5.112070E+1
2.346816E+2	5.114648E+1
2.325782E+2	5.117550E+1
2.304936E+2	5.120290E+1
2.284277E+2	5.123217E+1
2.263803E+2	5.126254E+1
2.243513E+2	5.129342E+1
2.223405E+2	5.132582E+1
2.203477E+2	5.136035E+1
2.183727E+2	5.139361E+1
2.164155E+2	5.142807E+1
2.144758E+2	5.146363E+1
2.125535E+2	5.149852E+1
2.106484E+2	5.153629E+1
2.087604E+2	5.157352E+1
2.068893E+2	5.161368E+1
2.050350E+2	5.165227E+1
2.031973E+2	5.169230E+1
2.013761E+2	5.173431E+1
1.995711E+2	5.177535E+1
1.977824E+2	5.181766E+1
1.960097E+2	5.186074E+1
1.942529E+2	5.190513E+1
1.925119E+2	5.195028E+1
1.907864E+2	5.199595E+1
1.890764E+2	5.204219E+1
1.873817E+2	5.208924E+1
1.857023E+2	5.213761E+1
1.840378E+2	5.218572E+1
1.823883E+2	5.223605E+1
1.807536E+2	5.228633E+1
1.791335E+2	5.233799E+1
1.775280E+2	5.239120E+1
1.759368E+2	5.244446E+1
1.743599E+2	5.249786E+1
1.727972E+2	5.255198E+1
1.712484E+2	5.260761E+1
1.697136E+2	5.266042E+1
1.681924E+2	5.272054E+1
1.666849E+2	5.277781E+1
1.651910E+2	5.283677E+1
1.637104E+2	5.289519E+1
1.622431E+2	5.295487E+1
1.607889E+2	5.301494E+1
1.593478E+2	5.307752E+1
1.579196E+2	5.313913E+1
1.565042E+2	5.320150E+1
1.551014E+2	5.326531E+1
1.537113E+2	5.332948E+1
1.523336E+2	5.339484E+1
1.509683E+2	5.346014E+1
1.496151E+2	5.352605E+1
1.482742E+2	5.359541E+1
1.469452E+2	5.367419E+1
1.456282E+2	5.375992E+1
1.443229E+2	5.384907E+1
1.430294E+2	5.393829E+1
1.417474E+2	5.402445E+1
1.404770E+2	5.409579E+1
1.392179E+2	5.417060E+1
1.379701E+2	5.424332E+1
1.367335E+2	5.432249E+1
1.355080E+2	5.439876E+1
1.342934E+2	5.447071E+1
1.330898E+2	5.454933E+1
1.318969E+2	5.462522E+1
1.307147E+2	5.469983E+1
1.295432E+2	5.478133E+1
1.283821E+2	5.486355E+1
1.272314E+2	5.493953E+1
1.260911E+2	5.502361E+1
1.249609E+2	5.510000E+1
1.238409E+2	5.518609E+1
1.227309E+2	5.526862E+1
1.216309E+2	5.535126E+1
1.205408E+2	5.543468E+1
1.194604E+2	5.551968E+1
1.183897E+2	5.560247E+1
1.173286E+2	5.569417E+1
1.162770E+2	5.577923E+1
1.152348E+2	5.586538E+1
1.142019E+2	5.595472E+1
1.131784E+2	5.603978E+1
1.121640E+2	5.613240E+1
1.111587E+2	5.622374E+1
1.101624E+2	5.631893E+1
1.091750E+2	5.640864E+1
1.081965E+2	5.649965E+1
1.072267E+2	5.659930E+1
1.062657E+2	5.668890E+1
1.053132E+2	5.678306E+1
1.043693E+2	5.687808E+1
1.034339E+2	5.697221E+1
1.025068E+2	5.707350E+1
1.015880E+2	5.717219E+1
1.006775E+2	5.726861E+1
9.977517E+1	5.736769E+1
9.888090E+1	5.747290E+1
9.799465E+1	5.757449E+1
9.711633E+1	5.767137E+1
9.624589E+1	5.777169E+1
9.538326E+1	5.787257E+1
9.452835E+1	5.798281E+1
9.368110E+1	5.807769E+1
9.284145E+1	5.817247E+1
9.200933E+1	5.828255E+1
9.118466E+1	5.839087E+1
9.036739E+1	5.849885E+1
8.955744E+1	5.860585E+1
8.875475E+1	5.872087E+1
8.795925E+1	5.882665E+1
8.717089E+1	5.893818E+1
8.638959E+1	5.905573E+1
8.561529E+1	5.916666E+1
8.484793E+1	5.928365E+1
8.408745E+1	5.939618E+1
8.333379E+1	5.951221E+1
8.258688E+1	5.962532E+1
8.184666E+1	5.974338E+1
8.111308E+1	5.985923E+1
8.038608E+1	5.998449E+1
7.966559E+1	6.010303E+1
7.895156E+1	6.022347E+1
7.824393E+1	6.034918E+1
7.754264E+1	6.046361E+1
7.684763E+1	6.058221E+1
7.615886E+1	6.070802E+1
7.547626E+1	6.084072E+1
7.479978E+1	6.096640E+1
7.412936E+1	6.108711E+1
7.346494E+1	6.121621E+1
7.280649E+1	6.134517E+1
7.215393E+1	6.147202E+1
7.150723E+1	6.160059E+1
7.086632E+1	6.172980E+1
7.023116E+1	6.185979E+1
6.960168E+1	6.198826E+1
6.897785E+1	6.212245E+1
6.835962E+1	6.225512E+1
6.774692E+1	6.239204E+1
6.713971E+1	6.253015E+1
6.653795E+1	6.266823E+1
6.594158E+1	6.280667E+1
6.535055E+1	6.294616E+1
6.476483E+1	6.308150E+1
